I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.008388,0.075798005,0.054376,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.0023880005,0.070798,0.055376,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.021612,0.062798,0.071375996,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.043612003,0.053798,0.084376,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.040611997,0.048798002,0.076376,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.041612,0.039798003,0.068376,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.032612,0.043798,0.063376,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.016612,0.038798,0.042375997,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.053612,0.037798002,0.078375995,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.063612,0.036798,0.087376,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.046612002,0.038798,0.072376,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.057612002,0.075798005,0.120376,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.061612003,0.084798,0.132376,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.203388,0.130798,-0.085624,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.600388,0.095798,-0.517624,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.403388,-0.015202001,-0.431624,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.021612,-0.12920201,-0.120624,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.076611996,-0.285202,-0.22162399,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.039612003,-0.213202,-0.187624,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.0046119997,-0.020202002,-0.028624,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.0026120003,0.044798,0.034376003,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.033611998,0.042798,0.063376,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.035612002,0.037798002,0.061375998,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.021612,0.058798,0.068376,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.0046119997,0.072798,0.064376,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.012612,0.064798005,0.064376,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.011612,0.060798004,0.060375996,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.015612001,0.056798,0.060375996,nan,nan,nan,nan,nan,nan,nan,nan,nan
