I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.30908644,0.42675614,-0.020725012,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.2965455,0.4352424,-0.016673088,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.18403125,0.43186522,-0.0068376064,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.18519115,0.33893156,-0.005789995,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.18685925,0.33783674,0.036012173,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.19472957,0.36572576,0.046478033,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.19365108,0.35059607,-0.004089117,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.14344978,0.32994652,-0.016630411,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.11822283,0.30968595,0.05533409,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.121653795,0.30497622,0.067616224,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.13707995,0.29873407,0.041624546,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.15077412,0.2974435,0.045623064,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.14862776,0.29040635,0.012008667,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.1328665,0.28273308,0.019439459,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.08037889,0.27843356,0.021164656,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.10253823,0.26403022,0.05601287,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.12217188,0.25642896,0.01776886,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.14204657,0.26223028,0.0081727505,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.14356267,0.27382755,0.0011236668,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.12806058,0.27562022,-0.005888462,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.118570685,0.25557923,-0.008279562,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.11342347,0.2238326,-0.013501167,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.12919569,0.22395563,-0.025875568,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.15733933,0.2242744,-0.033962727,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.14717662,0.25950277,-0.03553486,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.1259551,0.26190484,-0.025613308,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.107629895,0.23323226,-0.02294302,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.15999949,0.23094296,-0.018625736,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.14169574,0.25430226,-0.020667076,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.08038211,0.2708975,-0.0013365746,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.12117195,0.24706912,0.021537542,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.15536189,0.24460292,-0.01701212,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.15375137,0.2611177,-0.032627583,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.14344919,0.2697556,-0.022676706,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.10560489,0.24946952,-0.01184392,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.07052827,0.22482085,0.005213022,nan,nan,nan,nan,nan,nan,nan,nan,nan
