I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.85583603,0.370657,-0.48678,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.63783604,0.136657,-0.50277996,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.139836,-0.272343,-0.41377997,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.032836,-0.295343,-0.32977998,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.009835999,-0.157343,-0.16878,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.052164,-0.107342996,-0.056780003,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.060163997,-0.043343,0.01522,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.083164,-0.031343,0.050219998,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.080164,-0.038342997,0.04022,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.082164,-0.029343,0.05122,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.099164,-0.039343,0.05822,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.107164,-0.045342997,0.06022,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.098164,-0.036343,0.06022,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.091164,-0.031343,0.05822,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.090164,-0.029343,0.059219997,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.071164,-0.019343,0.050219998,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.068164,-0.012342999,0.05422,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.072164,-0.002343,0.06822,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.042163998,0.013657001,0.05422,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.012164,0.036656998,0.04722,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.017836,0.070657,0.050219998,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.017836,0.068657,0.04922,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.008836,0.059657,0.04922,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.052836,0.104657,0.050219998,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.082836,0.128657,0.04422,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.115836,0.154657,0.037219997,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.160836,0.190657,0.029219998,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.16583599,0.194657,0.02722,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.122836,0.182657,0.05822,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.062836,0.128657,0.06422,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.074836,0.130657,0.05522,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.058836002,0.114657,0.05422,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.036836002,0.084657006,0.04722,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.023836,0.069657005,0.04422,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.057164,-0.017343,0.03822,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.062164,-0.029343,0.03122,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.060163997,-0.033343002,0.02522,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.080164,-0.060342997,0.018219998,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.064164,-0.051343,0.01122,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.061164,-0.051343,0.008219999,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.051164,-0.040343,0.01022,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.055164,-0.044343002,0.008219999,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.033164,-0.021343,0.01022,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.0031640003,0.0066570006,0.008219999,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.047164,-0.035343,0.01022,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.072164,-0.055343002,0.01522,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.070164,-0.040343,0.028219998,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.074164,-0.042342998,0.030219998,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.038164,-0.023342999,0.01222,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.047164,-0.008343,0.03622,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.060163997,-0.0063429996,0.052219998,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.007164,0.036656998,0.04322,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.038164,0.0046570003,0.04222,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.070164,-0.033343002,0.035219997,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.053163998,-0.019343,0.03222,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.055164,-0.026343001,0.02722,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.043164,-0.017343,0.02422,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.042163998,-0.019343,0.021219999,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.048164,-0.030342998,0.01622,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.042163998,-0.026343001,0.014219999,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.031163998,-0.011343,0.018219998,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.050164,-0.029343,0.019219998,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.030164,-0.009342999,0.019219998,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.010164,0.010657,0.019219998,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.034164,-0.016343,0.017219998,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.008836,0.020657,0.01022,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.017836,0.024657,0.00622,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.001836,0.0036570004,0.00021999958,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.011836,0.0066570006,-0.0067800004,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.005836,-0.0013429997,-0.008780001,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.012836,-0.010343,-0.023780001,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.005836,-0.027343,-0.034780003,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.011836,-0.029343,-0.041780002,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.005836,-0.034342997,-0.041780002,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.009164,-0.034342997,-0.027780002,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.012164,-0.030342998,-0.02078,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.019164,-0.029343,-0.01078,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.032164,-0.035343,-0.0047800005,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.039164,-0.032343,0.00622,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.011164,0.0006570006,0.01022,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.063164,-0.039343,0.022219999,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.090164,-0.065343,0.023219999,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.072164,-0.020343,0.050219998,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.108164,0.008657001,0.115219995,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.0031640003,0.066657,0.06822,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.377836,0.252657,-0.12578,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.81883603,0.405657,-0.41478,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.59983605,0.099657,-0.50178,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.122836,-0.27634302,-0.40078,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.080836,-0.224343,-0.30677998,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.029836,-0.109343,-0.14178,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.058164,-0.075343,-0.01978,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.068164,-0.028343001,0.03822,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.094164,-0.027343,0.06522,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.102164,-0.034342997,0.06622,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.067164,0.0056570005,0.071219996,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.076164,-0.007343,0.06822,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.105164,-0.033343002,0.07022,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.089164,-0.019343,0.06922,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.121164,-0.050343,0.06922,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.109164,-0.043343,0.06422,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.085164,-0.022343,0.061219998,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.078164,-0.019343,0.057219997,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.038164,0.017657,0.05422,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.037164,0.013657001,0.04922,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.048164,0.0026570004,0.04922,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.027164001,0.041657,0.06722,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.009164,0.055657,0.06322,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.010836,0.058656998,0.046219997,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.047836002,0.086657,0.037219997,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.098836,0.128657,0.028219998,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.14383599,0.164657,0.019219998,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.144836,0.158657,0.01122,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.153836,0.16265701,0.00722,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.15083599,0.153657,0.0012199996,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.123836,0.123657,-0.0017800005,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.153836,0.147657,-0.0077800006,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.115836,0.107657,-0.00978,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.032836,0.028657,-0.0057800002,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.00016399985,0.007657001,0.00622,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.026163999,-0.021343,0.0042199995,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.036164,-0.037343003,-0.0027800007,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.069164,-0.044343002,0.023219999,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.054164,-0.021343,0.03222,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.063164,-0.039343,0.022219999,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.066164,-0.043343,0.021219999,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.038164,-0.022343,0.014219999,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.085164,-0.071343,0.01222,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.072164,-0.065343,0.0052199997,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.058164,-0.051343,0.0052199997,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.065164,-0.036343,0.02722,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.066164,-0.028343001,0.03622,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.066164,-0.031343,0.03322,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.068164,-0.031343,0.035219997,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.094164,-0.058343,0.03422,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.051164,-0.016343,0.03422,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.020164,0.0066570006,0.02622,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.032164,-0.019343,0.01122,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.033164,-0.024342999,0.00722,nan,nan,nan,nan,nan,nan,nan,nan,nan
