I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.043688007,0.233865,-0.012276001,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.041688003,0.23186499,-0.012276001,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.035688005,0.22586499,-0.012276001,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.035688005,0.222865,-0.016276002,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.032688,0.21786499,-0.017275997,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.028688006,0.212865,-0.017275997,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.027688004,0.207865,-0.022276,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.021688007,0.20186499,-0.022276,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.017688006,0.197865,-0.022276,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.011688009,0.191865,-0.022276,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.005688004,0.185865,-0.022276,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.0016880035,0.183865,-0.020276003,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.0033119917,0.18186499,-0.016276002,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.005688004,0.190865,-0.017275997,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.0136880055,0.198865,-0.017275997,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.01568801,0.199865,-0.017275997,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.0126880035,0.197865,-0.017275997,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.010688007,0.200865,-0.012276001,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.028688006,0.21686499,-0.013276003,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.021688007,0.214865,-0.009276003,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.009688005,0.207865,-0.004276,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.0126880035,0.20386499,-0.011275999,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.0126880035,0.19586499,-0.019276,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.018688008,0.19586499,-0.025275998,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.031688012,0.198865,-0.035276003,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.03068801,0.198865,-0.034276,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.016688004,0.200865,-0.018275999,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.019688003,0.20386499,-0.018275999,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.025688007,0.20386499,-0.024276003,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.022688009,0.199865,-0.025275998,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.023688003,0.19386499,-0.032275997,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.018688008,0.18886499,-0.032275997,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.0046880096,0.183865,-0.023276001,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.0043119937,0.176865,-0.022276,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.00031199306,0.17486499,-0.027276002,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.0076880082,0.18086499,-0.028275996,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.008688003,0.177865,-0.032275997,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.008688003,0.178865,-0.031276003,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.00068800896,0.177865,-0.025275998,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.0046880096,0.18186499,-0.025275998,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.019688003,0.207865,-0.014275998,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.020688005,0.21886499,-0.004276,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.02668801,0.20986499,-0.019276,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.028688006,0.204865,-0.026276,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.02668801,0.19686499,-0.032275997,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.005688004,0.17486499,-0.032275997,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.010311991,0.161865,-0.031276003,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.012311995,0.154865,-0.035276003,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.015311994,0.15886499,-0.028275996,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.01731199,0.146865,-0.038276,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.020311996,0.154865,-0.028275996,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.009311996,0.145865,-0.047276,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.02831199,0.14986499,-0.025275998,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.057311993,0.108865,-0.037276,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.05268801,0.198865,-0.056276,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.336688,0.523865,-0.014275998,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.42168802,0.46086502,-0.163276,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.24168801,0.29686502,-0.147276,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.120688,0.25486502,-0.068276,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.05268801,0.175865,-0.079275995,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.0046880096,0.199865,-0.0072759986,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.0063119903,0.184865,-0.011275999,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.010311991,0.185865,-0.0062759966,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.011311993,0.184865,-0.0062759966,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.008311994,0.184865,-0.009276003,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.0053119957,0.191865,-0.005276002,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.00068800896,0.19586499,-0.0072759986,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.009688005,0.211865,-0.0002759993,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.008688003,0.207865,-0.003275998,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.0076880082,0.207865,-0.0012760013,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.0146880075,0.213865,-0.003275998,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.017688006,0.21886499,-0.0012760013,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.025688007,0.22386499,-0.004276,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.03868801,0.24686499,0.0047240034,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.043688007,0.251865,0.005723998,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.048688002,0.265865,0.014724001,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.049688004,0.287865,0.035724007,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.069688,0.307865,0.036723994,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.094688006,0.34086502,0.043723993,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.113688,0.367865,0.051723994,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.138688,0.403865,0.062724,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.156688,0.419865,0.060723998,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.170688,0.42186502,0.048724003,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.156688,0.401865,0.042724006,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.135688,0.369865,0.031724,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.09768801,0.324865,0.024724,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.06068801,0.273865,0.010724001,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.053688012,0.251865,-0.004276,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.039688013,0.220865,-0.021275997,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.01568801,0.191865,-0.026276,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.008311994,0.184865,-0.009276003,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.011311993,0.17986499,-0.011275999,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.0063119903,0.17486499,-0.021275997,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.008311994,0.168865,-0.025275998,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.0043119937,0.163865,-0.034276,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.008311994,0.15886499,-0.036275998,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.02131199,0.15986499,-0.021275997,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.029311992,0.156865,-0.015276,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.029311992,0.154865,-0.018275999,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.033311993,0.152865,-0.016276002,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.027311996,0.15786499,-0.017275997,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.022311993,0.162865,-0.017275997,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.019311994,0.16586499,-0.017275997,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.0043119937,0.18086499,-0.017275997,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.00031199306,0.184865,-0.017275997,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.0046880096,0.18886499,-0.018275999,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.0043119937,0.185865,-0.012276001,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.011311993,0.185865,-0.005276002,nan,nan,nan,nan,nan,nan,nan,nan,nan
