I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.05987215,0.27631438,-0.0045204163,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.051001072,0.2657622,0.0010268688,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.061456442,0.25659895,-0.011376858,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.048686504,0.25406766,-0.01220274,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.048644543,0.25067687,-0.0054209232,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.04185462,0.24673593,-0.0071148872,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.038356066,0.24310815,-0.014316559,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.03224373,0.23299587,-0.01809764,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.023268461,0.22966754,-0.016682148,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.023343801,0.21862209,-0.017247677,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.01656437,0.21474373,-0.016912222,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.011198044,0.21211493,-0.017387152,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.004525423,0.2189343,-0.012972355,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.0020074844,0.22637773,-0.011599302,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.009717941,0.22962856,-0.014448881,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.017582893,0.22761619,-0.015290976,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.020164251,0.23513782,-0.012198448,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.021716595,0.24213588,-0.007863522,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.021670818,0.2489003,-0.0013182163,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.032013416,0.24163687,-0.00020813942,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.028224945,0.23948121,0.0020103455,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.016786098,0.22720516,0.0041160583,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.01579833,0.22660077,-0.005809307,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.018063545,0.22555745,-0.01414299,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.026848078,0.22927988,-0.025648832,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.035476208,0.23449957,-0.023608208,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.036447525,0.23828042,-0.016110897,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.024675608,0.23851478,-0.013298988,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.025840044,0.23595607,-0.015913963,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.02929306,0.2317959,-0.019143581,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.029117823,0.22533524,-0.020180225,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.028489113,0.21821547,-0.020960808,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.0242877,0.20997465,-0.016242981,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.011417866,0.20508528,-0.012481451,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.00012922287,0.2126261,-0.01824236,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.0038638115,0.21587431,-0.021063805,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.012349844,0.21360421,-0.01949215,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.012376785,0.21178639,-0.023091793,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.01164794,0.21865344,-0.019168139,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.0061354637,0.22914839,-0.015302181,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.0128519535,0.24925196,-0.008048773,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.026033401,0.25361013,0.004921913,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.028185844,0.2419622,-0.0062642097,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.02895403,0.23544323,-0.0149252415,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.031508923,0.21683657,-0.019386292,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.02616787,0.20259964,-0.020355701,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.010082245,0.19397664,-0.020280361,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.002667904,0.1916455,-0.02263236,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.011148453,0.19279432,-0.020756721,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.010335922,0.18515623,-0.024212599,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.012052059,0.18565774,-0.021467686,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.014178038,0.18089104,-0.02897358,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.012724161,0.15503609,-0.01779461,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.028044462,0.1573484,-0.018860817,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.041341543,0.2713101,-0.040905952,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.06004858,0.52323294,-0.053819418,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.33152986,0.42166638,-0.13684297,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.39525843,0.3135301,-0.13259721,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.23769927,0.27426302,-0.07685971,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.11749554,0.22832453,-0.045575857,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.06088519,0.2307198,-0.0266819,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.017876625,0.20156884,-0.00829649,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.0034492016,0.21200442,-0.0042688847,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.011723042,0.21323192,-0.0025691986,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.009637356,0.21429753,0.00013303757,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.0073924065,0.22257137,-0.0022764206,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.0023066998,0.23074377,-0.0009975433,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.002784729,0.24084055,0.0018754005,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.006085396,0.23866296,0.0038018227,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.01243639,0.23944008,-0.00084877014,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.013337851,0.2426765,-0.0044591427,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.016224384,0.25079978,-0.0021910667,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.022001505,0.26443887,-0.0017852783,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.024594784,0.27994096,0.0027208328,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.03869486,0.2906505,0.008436203,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.044297695,0.31077015,0.014544487,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.050584078,0.33009422,0.03403735,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.055954933,0.35397375,0.04310131,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.07771945,0.3801781,0.046789646,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.0985198,0.41064394,0.056007147,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.11883211,0.44149327,0.062867165,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.14814901,0.45048726,0.063329935,nan,nan,nan,nan,nan,nan,nan,nan,nan
