I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-0.052136,-0.022745999,0.026844,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.024136001,-0.020746,0.00084399985,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.032135997,-0.015746,0.013844,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.047135998,-0.012745999,0.031843998,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.015136,-0.019746,-0.0071560005,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.005864,-0.015746,-0.024156,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.002136,-0.0047459994,-0.005156,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.024136001,0.0052540004,0.026844,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.002864,0.009254001,0.003844,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.003864,0.010254001,0.003844,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.022136,0.024254002,0.043844,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.00086400006,0.042254,0.038843997,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.040864002,0.072254,0.028844,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.079863995,0.106254,0.022844,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.110864,0.121254,0.007844,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.118864,0.130254,0.007844,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.106864,0.148254,0.038843997,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.121864,0.169254,0.043844,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.124864,0.16425401,0.035844,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.101863995,0.151254,0.047843996,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.099864,0.140254,0.037844,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.026864,0.094254,0.064844005,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.034135997,0.044254,0.075844005,nan,nan,nan,nan,nan,nan,nan,nan,nan
